销售订单行号,产品编码,母件编码,子件编码,产生阶段,定额
2021050424-20,8000269602,8000030254,8000001401,套塑子工序,1
2021050424-20,8000269602,8000030254,8000001269,套塑子工序,1
2021050424-20,8000269602,8000030254,8000001365,套塑子工序,1
2021050424-20,8000269602,8000030254,8000001317,套塑子工序,1
2021050424-20,8000269602,8000030254,8000001389,套塑子工序,1
2021050424-20,8000269602,8000030254,8000001305,套塑子工序,1
2021050424-20,8000269602,8000030254,8000224609,套塑子工序,2.232943
2021050424-20,8000269602,8000030254,8000001329,套塑子工序,1
2021050424-20,8000269602,8000030254,8000001293,套塑子工序,1
2021050424-20,8000269602,8000030254,8000225972,套塑子工序,1.08577
2021050424-20,8000269602,8000030250,8000001293,套塑子工序,1
2021050424-20,8000269602,8000030250,8000001341,套塑子工序,1
2021050424-20,8000269602,8000030250,8000001281,套塑子工序,1
2021050424-20,8000269602,8000030250,8000224609,套塑子工序,2.17154
2021050424-20,8000269602,8000030250,8000001377,套塑子工序,1
2021050424-20,8000269602,8000030250,8000001317,套塑子工序,1
2021050424-20,8000269602,8000030250,8000001401,套塑子工序,1
2021050424-20,8000269602,8000030250,8000283276,套塑子工序,0.076023
2021050424-20,8000269602,8000030250,8000001305,套塑子工序,1
2021050424-20,8000269602,8000030250,8000225972,套塑子工序,1.116959
2021050424-20,8000269602,8000030250,8000001329,套塑子工序,1
2021050424-20,8000269602,8000030250,8000001353,套塑子工序,1
2021050424-20,8000269602,8000030250,8000001389,套塑子工序,1
2021050424-20,8000269602,8000030250,8000001269,套塑子工序,1
2021050424-20,8000269602,8000030250,8000001365,套塑子工序,1
2021050424-20,8000269602,8000030248,8000001329,套塑子工序,1
2021050424-20,8000269602,8000030248,8000224609,套塑子工序,2.232943
2021050424-20,8000269602,8000030248,8000001317,套塑子工序,1
2021050424-20,8000269602,8000030248,8000001377,套塑子工序,1
2021050424-20,8000269602,8000030248,8000001269,套塑子工序,1
2021050424-20,8000269602,8000030248,8000001341,套塑子工序,1
2021050424-20,8000269602,8000030248,8000224617,套塑子工序,0.077973
2021050424-20,8000269602,8000030248,8000001389,套塑子工序,1
2021050424-20,8000269602,8000030248,8000001353,套塑子工序,1
2021050424-20,8000269602,8000030248,8000001401,套塑子工序,1
2021050424-20,8000269602,8000030248,8000001305,套塑子工序,1
2021050424-20,8000269602,8000030248,8000001365,套塑子工序,1
2021050424-20,8000269602,8000030248,8000001293,套塑子工序,1
2021050424-20,8000269602,8000030248,8000001281,套塑子工序,1
2021050424-20,8000269602,8000030248,8000225972,套塑子工序,1.08577
2021050424-20,8000269602,8000030246,8000001329,套塑子工序,1
2021050424-20,8000269602,8000030246,8000001389,套塑子工序,1
2021050424-20,8000269602,8000030246,8000001305,套塑子工序,1
2021050424-20,8000269602,8000030246,8000225972,套塑子工序,1.08577
2021050424-20,8000269602,8000030246,8000001317,套塑子工序,1
2021050424-20,8000269602,8000030246,8000001365,套塑子工序,1
2021050424-20,8000269602,8000030246,8000001293,套塑子工序,1
2021050424-20,8000269602,8000030246,8000001269,套塑子工序,1
2021050424-20,8000269602,8000030246,8000001377,套塑子工序,1
2021050424-20,8000269602,8000030246,8000283272,套塑子工序,0.077973
2021050424-20,8000269602,8000030246,8000001401,套塑子工序,1
2021050424-20,8000269602,8000030246,8000001281,套塑子工序,1
2021050424-20,8000269602,8000030246,8000001341,套塑子工序,1
2021050424-20,8000269602,8000030246,8000224609,套塑子工序,2.232943
2021050424-20,8000269602,8000030246,8000001353,套塑子工序,1
2021050424-20,8000269602,8000270999,8000030245,成缆子工序,1
2021050424-20,8000269602,8000270999,8000051867,成缆子工序,1.025
2021050424-20,8000269602,8000270999,8000030244,成缆子工序,1
2021050424-20,8000269602,8000270999,8000030249,成缆子工序,1
2021050424-20,8000269602,8000270999,8000225974,成缆子工序,9.838207
2021050424-20,8000269602,8000270999,8000275219,成缆子工序,0.18616
2021050424-20,8000269602,8000270999,8000030247,成缆子工序,1
2021050424-20,8000269602,8000270999,8000030246,成缆子工序,1
2021050424-20,8000269602,8000270999,8000030251,成缆子工序,1
2021050424-20,8000269602,8000270999,8000030252,成缆子工序,1
2021050424-20,8000269602,8000270999,8000030250,成缆子工序,1
2021050424-20,8000269602,8000270999,8000239089,成缆子工序,0.025341
2021050424-20,8000269602,8000270999,8000030248,成缆子工序,1
2021050424-20,8000269602,8000030244,8000001377,套塑子工序,1
2021050424-20,8000269602,8000030244,8000001329,套塑子工序,1
2021050424-20,8000269602,8000030244,8000001269,套塑子工序,1
2021050424-20,8000269602,8000030244,8000001281,套塑子工序,1
2021050424-20,8000269602,8000030244,8000225972,套塑子工序,1.116959
2021050424-20,8000269602,8000030244,8000001353,套塑子工序,1
2021050424-20,8000269602,8000030244,8000001401,套塑子工序,1
2021050424-20,8000269602,8000030244,8000001317,套塑子工序,1
2021050424-20,8000269602,8000030244,8000001389,套塑子工序,1
2021050424-20,8000269602,8000030244,8000001305,套塑子工序,1
2021050424-20,8000269602,8000030244,8000001341,套塑子工序,1
2021050424-20,8000269602,8000030244,8000283270,套塑子工序,0.076023
2021050424-20,8000269602,8000030244,8000224609,套塑子工序,2.17154
2021050424-20,8000269602,8000030244,8000001365,套塑子工序,1
2021050424-20,8000269602,8000030244,8000001293,套塑子工序,1
2021050424-20,8000269602,8000030252,8000001401,套塑子工序,1
2021050424-20,8000269602,8000030252,8000001317,套塑子工序,1
2021050424-20,8000269602,8000030252,8000001353,套塑子工序,1
2021050424-20,8000269602,8000030252,8000001293,套塑子工序,1
2021050424-20,8000269602,8000030252,8000001365,套塑子工序,1
2021050424-20,8000269602,8000030252,8000001305,套塑子工序,1
2021050424-20,8000269602,8000030252,8000001377,套塑子工序,1
2021050424-20,8000269602,8000030252,8000283278,套塑子工序,0.076023
2021050424-20,8000269602,8000030252,8000001329,套塑子工序,1
2021050424-20,8000269602,8000030252,8000224609,套塑子工序,2.17154
2021050424-20,8000269602,8000030252,8000001389,套塑子工序,1
2021050424-20,8000269602,8000030252,8000001269,套塑子工序,1
2021050424-20,8000269602,8000030252,8000001341,套塑子工序,1
2021050424-20,8000269602,8000030252,8000225972,套塑子工序,1.116959
2021050424-20,8000269602,8000030252,8000001281,套塑子工序,1
2021050424-20,8000269602,8000030255,8000001341,套塑子工序,1
2021050424-20,8000269602,8000030255,8000001317,套塑子工序,1
2021050424-20,8000269602,8000030255,8000001389,套塑子工序,1
2021050424-20,8000269602,8000030255,8000001281,套塑子工序,1
2021050424-20,8000269602,8000030255,8000001353,套塑子工序,1
2021050424-20,8000269602,8000030255,8000001293,套塑子工序,1
2021050424-20,8000269602,8000030255,8000001377,套塑子工序,1
2021050424-20,8000269602,8000030255,8000001269,套塑子工序,1
2021050424-20,8000269602,8000030255,8000001365,套塑子工序,1
2021050424-20,8000269602,8000030255,8000225972,套塑子工序,1.08577
2021050424-20,8000269602,8000030255,8000224609,套塑子工序,2.232943
2021050424-20,8000269602,8000030255,8000224624,套塑子工序,0.077973
2021050424-20,8000269602,8000030255,8000001329,套塑子工序,1
2021050424-20,8000269602,8000030255,8000001305,套塑子工序,1
2021050424-20,8000269602,8000030255,8000001401,套塑子工序,1
2021050424-20,8000269602,8000030253,8000224609,套塑子工序,2.232943
2021050424-20,8000269602,8000030253,8000225972,套塑子工序,1.08577
2021050424-20,8000269602,8000030253,8000283279,套塑子工序,0.077973
2021050424-20,8000269602,8000030253,8000001341,套塑子工序,1
2021050424-20,8000269602,8000030253,8000001317,套塑子工序,1
2021050424-20,8000269602,8000030253,8000001377,套塑子工序,1
2021050424-20,8000269602,8000030253,8000001269,套塑子工序,1
2021050424-20,8000269602,8000030253,8000001401,套塑子工序,1
2021050424-20,8000269602,8000030253,8000001281,套塑子工序,1
2021050424-20,8000269602,8000030253,8000001353,套塑子工序,1
2021050424-20,8000269602,8000030253,8000001305,套塑子工序,1
2021050424-20,8000269602,8000030253,8000001293,套塑子工序,1
2021050424-20,8000269602,8000030253,8000001389,套塑子工序,1
2021050424-20,8000269602,8000030253,8000001329,套塑子工序,1
2021050424-20,8000269602,8000030253,8000001365,套塑子工序,1
2021050424-20,8000269602,8000001353,8000225744,着色子工序,0.005848
2021050424-20,8000269602,8000001353,8000000002,着色子工序,1
2021050424-20,8000269602,8000001377,8000000002,着色子工序,1
2021050424-20,8000269602,8000001377,8000225746,着色子工序,0.005848
2021050424-20,8000269602,8000001281,8000225738,着色子工序,0.005848
2021050424-20,8000269602,8000001281,8000000002,着色子工序,1
2021050424-20,8000269602,8000001305,8000225740,着色子工序,0.005848
2021050424-20,8000269602,8000001305,8000000002,着色子工序,1
2021050424-20,8000269602,8000001317,8000000002,着色子工序,1
2021050424-20,8000269602,8000001317,8000225741,着色子工序,0.005848
2021050424-20,8000269602,8000001401,8000225748,着色子工序,0.005848
2021050424-20,8000269602,8000001401,8000000002,着色子工序,1
2021050424-20,8000269602,8000001269,8000225737,着色子工序,0.005848
2021050424-20,8000269602,8000001269,8000000002,着色子工序,1
2021050424-20,8000269602,8000001365,8000000002,着色子工序,1
2021050424-20,8000269602,8000001365,8000225745,着色子工序,0.005848
2021050424-20,8000269602,8000001293,8000000002,着色子工序,1
2021050424-20,8000269602,8000001293,8000225739,着色子工序,0.005848
2021050424-20,8000269602,8000001389,8000225747,着色子工序,0.005848
2021050424-20,8000269602,8000001389,8000000002,着色子工序,1
2021050424-20,8000269602,8000001329,8000000002,着色子工序,1
2021050424-20,8000269602,8000001329,8000225742,着色子工序,0.005848
2021050424-20,8000269602,8000001341,8000000002,着色子工序,1
2021050424-20,8000269602,8000001341,8000225743,着色子工序,0.005848
2021050424-20,8000269602,8000051867,8000222321,加强件子工序,0.372026
2021050424-20,8000269602,8000051867,8000224419,加强件子工序,0.072586
2021050425-50,8000272810,8000272810,8000224419,外护子工序,57.505
2021050425-50,8000272810,8000272810,8000225974,外护子工序,12.138
2021050425-50,8000272810,8000272810,8000055872,外护子工序,1.027
2021050425-50,8000272810,8000055872,8000033394,成缆子工序,1
2021050425-50,8000272810,8000055872,8000033395,成缆子工序,1
2021050425-50,8000272810,8000055872,8000033396,成缆子工序,1
2021050425-50,8000272810,8000055872,8000223852,成缆子工序,1.022395
2021050425-50,8000272810,8000055872,8000239089,成缆子工序,0.271665
2021050425-50,8000272810,8000055872,8000033397,成缆子工序,1
2021050425-50,8000272810,8000055872,8000275219,成缆子工序,0.271665
2021050425-50,8000272810,8000055872,8000051661,成缆子工序,1
2021050425-50,8000272810,8000033394,8000001365,套塑子工序,1
2021050425-50,8000272810,8000033394,8000001305,套塑子工序,1
2021050425-50,8000272810,8000033394,8000001293,套塑子工序,1
2021050425-50,8000272810,8000033394,8000001317,套塑子工序,1
2021050425-50,8000272810,8000033394,8000001377,套塑子工序,1
2021050425-50,8000272810,8000033394,8000001281,套塑子工序,1
2021050425-50,8000272810,8000033394,8000001389,套塑子工序,1
2021050425-50,8000272810,8000033394,8000001341,套塑子工序,1
2021050425-50,8000272810,8000033394,8000001413,套塑子工序,1
2021050425-50,8000272810,8000033394,8000001269,套塑子工序,1
2021050425-50,8000272810,8000033394,8000224609,套塑子工序,3.055501
2021050425-50,8000272810,8000033394,8000283270,套塑子工序,0.107108
2021050425-50,8000272810,8000033394,8000001353,套塑子工序,1
2021050425-50,8000272810,8000033394,8000225972,套塑子工序,1.916261
2021050425-50,8000272810,8000033394,8000001401,套塑子工序,1
2021050425-50,8000272810,8000033395,8000283271,套塑子工序,0.107108
2021050425-50,8000272810,8000033395,8000224609,套塑子工序,3.055501
2021050425-50,8000272810,8000033395,8000225972,套塑子工序,1.916261
2021050425-50,8000272810,8000033395,8000001293,套塑子工序,1
2021050425-50,8000272810,8000033395,8000001269,套塑子工序,1
2021050425-50,8000272810,8000033395,8000001353,套塑子工序,1
2021050425-50,8000272810,8000033395,8000001389,套塑子工序,1
2021050425-50,8000272810,8000033395,8000001341,套塑子工序,1
2021050425-50,8000272810,8000033395,8000001317,套塑子工序,1
2021050425-50,8000272810,8000033395,8000001413,套塑子工序,1
2021050425-50,8000272810,8000033395,8000001377,套塑子工序,1
2021050425-50,8000272810,8000033395,8000001401,套塑子工序,1
2021050425-50,8000272810,8000033395,8000001305,套塑子工序,1
2021050425-50,8000272810,8000033395,8000001365,套塑子工序,1
2021050425-50,8000272810,8000033395,8000001281,套塑子工序,1
2021050425-50,8000272810,8000033396,8000001269,套塑子工序,1
2021050425-50,8000272810,8000033396,8000001293,套塑子工序,1
2021050425-50,8000272810,8000033396,8000001365,套塑子工序,1
2021050425-50,8000272810,8000033396,8000001353,套塑子工序,1
2021050425-50,8000272810,8000033396,8000001377,套塑子工序,1
2021050425-50,8000272810,8000033396,8000283272,套塑子工序,0.107108
2021050425-50,8000272810,8000033396,8000001401,套塑子工序,1
2021050425-50,8000272810,8000033396,8000001317,套塑子工序,1
2021050425-50,8000272810,8000033396,8000001413,套塑子工序,1
2021050425-50,8000272810,8000033396,8000001341,套塑子工序,1
2021050425-50,8000272810,8000033396,8000001389,套塑子工序,1
2021050425-50,8000272810,8000033396,8000225972,套塑子工序,1.916261
2021050425-50,8000272810,8000033396,8000001281,套塑子工序,1
2021050425-50,8000272810,8000033396,8000001305,套塑子工序,1
2021050425-50,8000272810,8000033396,8000224609,套塑子工序,3.055501
2021050425-50,8000272810,8000033397,8000001305,套塑子工序,1
2021050425-50,8000272810,8000033397,8000001401,套塑子工序,1
2021050425-50,8000272810,8000033397,8000001317,套塑子工序,1
2021050425-50,8000272810,8000033397,8000001413,套塑子工序,1
2021050425-50,8000272810,8000033397,8000001365,套塑子工序,1
2021050425-50,8000272810,8000033397,8000001269,套塑子工序,1
2021050425-50,8000272810,8000033397,8000224609,套塑子工序,3.055501
2021050425-50,8000272810,8000033397,8000283273,套塑子工序,0.107108
2021050425-50,8000272810,8000033397,8000001377,套塑子工序,1
2021050425-50,8000272810,8000033397,8000001341,套塑子工序,1
2021050425-50,8000272810,8000033397,8000001281,套塑子工序,1
2021050425-50,8000272810,8000033397,8000001293,套塑子工序,1
2021050425-50,8000272810,8000033397,8000225972,套塑子工序,1.916261
2021050425-50,8000272810,8000033397,8000001353,套塑子工序,1
2021050425-50,8000272810,8000033397,8000001389,套塑子工序,1
2021050425-50,8000272810,8000001365,8000225745,着色子工序,0.005842
2021050425-50,8000272810,8000001365,8000000002,着色子工序,1
2021050425-50,8000272810,8000001305,8000225740,着色子工序,0.005842
2021050425-50,8000272810,8000001305,8000000002,着色子工序,1
2021050425-50,8000272810,8000001293,8000000002,着色子工序,1
2021050425-50,8000272810,8000001293,8000225739,着色子工序,0.005842
2021050425-50,8000272810,8000001317,8000000002,着色子工序,1
2021050425-50,8000272810,8000001317,8000225741,着色子工序,0.005842
