销售订单行号,产品编码,母件编码,子件编码,产生阶段,定额,采购
2021050424-20,8000269602,8000030252,8000001293,套塑子工序,1,8000001293
2021050424-20,8000269602,8000030252,8000001365,套塑子工序,1,8000001365
2021050424-20,8000269602,8000030252,8000001305,套塑子工序,1,8000001305
2021050424-20,8000269602,8000030252,8000001377,套塑子工序,1,8000001377
2021050424-20,8000269602,8000030252,8000283278,套塑子工序,0.076023,是
2021050424-20,8000269602,8000030252,8000001329,套塑子工序,1,8000001329
2021050424-20,8000269602,8000030252,8000224609,套塑子工序,2.17154,是
2021050424-20,8000269602,8000030252,8000001389,套塑子工序,1,8000001389
2021050424-20,8000269602,8000030252,8000001269,套塑子工序,1,8000001269
2021050424-20,8000269602,8000030252,8000001341,套塑子工序,1,8000001341
2021050424-20,8000269602,8000030252,8000225972,套塑子工序,1.116959,是
2021050424-20,8000269602,8000030252,8000001281,套塑子工序,1,8000001281
2021050424-20,8000269602,8000030255,8000001341,套塑子工序,1,8000001341
2021050424-20,8000269602,8000030255,8000001317,套塑子工序,1,8000001317
2021050424-20,8000269602,8000030255,8000001389,套塑子工序,1,8000001389
2021050424-20,8000269602,8000030255,8000001281,套塑子工序,1,8000001281
2021050424-20,8000269602,8000030255,8000001353,套塑子工序,1,8000001353
2021050424-20,8000269602,8000030255,8000001293,套塑子工序,1,8000001293
2021050424-20,8000269602,8000030255,8000001377,套塑子工序,1,8000001377
2021050424-20,8000269602,8000030255,8000001269,套塑子工序,1,8000001269
2021050424-20,8000269602,8000030255,8000001365,套塑子工序,1,8000001365
2021050424-20,8000269602,8000030255,8000225972,套塑子工序,1.08577,是
2021050424-20,8000269602,8000030255,8000224609,套塑子工序,2.232943,是
2021050424-20,8000269602,8000030255,8000224624,套塑子工序,0.077973,是
2021050424-20,8000269602,8000030255,8000001329,套塑子工序,1,8000001329
2021050424-20,8000269602,8000030255,8000001305,套塑子工序,1,8000001305
2021050424-20,8000269602,8000030255,8000001401,套塑子工序,1,8000001401
2021050424-20,8000269602,8000030253,8000224609,套塑子工序,2.232943,是
2021050424-20,8000269602,8000030253,8000225972,套塑子工序,1.08577,是
2021050424-20,8000269602,8000030253,8000283279,套塑子工序,0.077973,是
2021050424-20,8000269602,8000030253,8000001341,套塑子工序,1,8000001341
2021050424-20,8000269602,8000030253,8000001317,套塑子工序,1,8000001317
2021050424-20,8000269602,8000030253,8000001377,套塑子工序,1,8000001377
2021050424-20,8000269602,8000030253,8000001269,套塑子工序,1,8000001269
2021050424-20,8000269602,8000030253,8000001401,套塑子工序,1,8000001401
2021050424-20,8000269602,8000030253,8000001281,套塑子工序,1,8000001281
2021050424-20,8000269602,8000030253,8000001353,套塑子工序,1,8000001353
2021050424-20,8000269602,8000030253,8000001305,套塑子工序,1,8000001305
2021050424-20,8000269602,8000030253,8000001293,套塑子工序,1,8000001293
2021050424-20,8000269602,8000030253,8000001389,套塑子工序,1,8000001389
2021050424-20,8000269602,8000030253,8000001329,套塑子工序,1,8000001329
2021050424-20,8000269602,8000030253,8000001365,套塑子工序,1,8000001365
2021050424-20,8000269602,8000001353,8000225744,着色子工序,0.005848,是
2021050424-20,8000269602,8000001353,8000000002,着色子工序,1,是
2021050424-20,8000269602,8000001377,8000000002,着色子工序,1,是
2021050424-20,8000269602,8000001377,8000225746,着色子工序,0.005848,是
2021050424-20,8000269602,8000001281,8000225738,着色子工序,0.005848,是
2021050424-20,8000269602,8000001281,8000000002,着色子工序,1,是
2021050424-20,8000269602,8000001305,8000225740,着色子工序,0.005848,是
2021050424-20,8000269602,8000001305,8000000002,着色子工序,1,是
2021050424-20,8000269602,8000001317,8000000002,着色子工序,1,是
2021050424-20,8000269602,8000001317,8000225741,着色子工序,0.005848,是
2021050424-20,8000269602,8000001401,8000225748,着色子工序,0.005848,是
2021050424-20,8000269602,8000001401,8000000002,着色子工序,1,是
2021050424-20,8000269602,8000001269,8000225737,着色子工序,0.005848,是
2021050424-20,8000269602,8000001269,8000000002,着色子工序,1,是
2021050424-20,8000269602,8000001365,8000000002,着色子工序,1,是
2021050424-20,8000269602,8000001365,8000225745,着色子工序,0.005848,是
2021050424-20,8000269602,8000001293,8000000002,着色子工序,1,是
2021050424-20,8000269602,8000001293,8000225739,着色子工序,0.005848,是
2021050424-20,8000269602,8000001389,8000225747,着色子工序,0.005848,是
2021050424-20,8000269602,8000001389,8000000002,着色子工序,1,是
2021050424-20,8000269602,8000001329,8000000002,着色子工序,1,是
2021050424-20,8000269602,8000001329,8000225742,着色子工序,0.005848,是
2021050424-20,8000269602,8000001341,8000000002,着色子工序,1,是
2021050424-20,8000269602,8000001341,8000225743,着色子工序,0.005848,是
2021050424-20,8000269602,8000051867,8000222321,加强件子工序,0.372026,是
2021050424-20,8000269602,8000051867,8000224419,加强件子工序,0.072586,是
2021050425-50,8000272810,8000272810,8000224419,外护子工序,57.505,是
2021050425-50,8000272810,8000272810,8000225974,外护子工序,12.138,是
2021050425-50,8000272810,8000272810,8000055872,外护子工序,1.027,8000055872
2021050425-50,8000272810,8000055872,8000033394,成缆子工序,1,8000033394
2021050425-50,8000272810,8000055872,8000033395,成缆子工序,1,8000033395
2021050425-50,8000272810,8000055872,8000033396,成缆子工序,1,8000033396
2021050425-50,8000272810,8000055872,8000223852,成缆子工序,1.022395,是
2021050425-50,8000272810,8000055872,8000239089,成缆子工序,0.271665,是
2021050425-50,8000272810,8000055872,8000033397,成缆子工序,1,8000033397
2021050425-50,8000272810,8000055872,8000275219,成缆子工序,0.271665,是
2021050425-50,8000272810,8000055872,8000051661,成缆子工序,1,是
2021050425-50,8000272810,8000033394,8000001365,套塑子工序,1,8000001365
2021050425-50,8000272810,8000033394,8000001305,套塑子工序,1,8000001305
2021050425-50,8000272810,8000033394,8000001293,套塑子工序,1,8000001293
2021050425-50,8000272810,8000033394,8000001317,套塑子工序,1,8000001317
2021050425-50,8000272810,8000033394,8000001377,套塑子工序,1,8000001377
2021050425-50,8000272810,8000033394,8000001281,套塑子工序,1,8000001281
2021050425-50,8000272810,8000033394,8000001389,套塑子工序,1,8000001389
2021050425-50,8000272810,8000033394,8000001341,套塑子工序,1,8000001341
2021050425-50,8000272810,8000033394,8000001413,套塑子工序,1,8000001413
2021050425-50,8000272810,8000033394,8000001269,套塑子工序,1,8000001269
2021050425-50,8000272810,8000033394,8000224609,套塑子工序,3.055501,是
2021050425-50,8000272810,8000033394,8000283270,套塑子工序,0.107108,是
2021050425-50,8000272810,8000033394,8000001353,套塑子工序,1,8000001353
2021050425-50,8000272810,8000033394,8000225972,套塑子工序,1.916261,是
2021050425-50,8000272810,8000033394,8000001401,套塑子工序,1,8000001401
2021050425-50,8000272810,8000033395,8000283271,套塑子工序,0.107108,是
2021050425-50,8000272810,8000033395,8000224609,套塑子工序,3.055501,是
2021050425-50,8000272810,8000033395,8000225972,套塑子工序,1.916261,是
2021050425-50,8000272810,8000033395,8000001293,套塑子工序,1,8000001293
2021050425-50,8000272810,8000033395,8000001269,套塑子工序,1,8000001269
2021050425-50,8000272810,8000033395,8000001353,套塑子工序,1,8000001353
2021050425-50,8000272810,8000033395,8000001389,套塑子工序,1,8000001389
2021050425-50,8000272810,8000033395,8000001341,套塑子工序,1,8000001341
2021050425-50,8000272810,8000033395,8000001317,套塑子工序,1,8000001317
2021050425-50,8000272810,8000033395,8000001413,套塑子工序,1,8000001413
2021050425-50,8000272810,8000033395,8000001377,套塑子工序,1,8000001377
2021050425-50,8000272810,8000033395,8000001401,套塑子工序,1,8000001401
2021050425-50,8000272810,8000033395,8000001305,套塑子工序,1,8000001305
2021050425-50,8000272810,8000033395,8000001365,套塑子工序,1,8000001365
2021050425-50,8000272810,8000033395,8000001281,套塑子工序,1,8000001281
2021050425-50,8000272810,8000033396,8000001269,套塑子工序,1,8000001269
2021050425-50,8000272810,8000033396,8000001293,套塑子工序,1,8000001293
2021050425-50,8000272810,8000033396,8000001365,套塑子工序,1,8000001365
2021050425-50,8000272810,8000033396,8000001353,套塑子工序,1,8000001353
2021050425-50,8000272810,8000033396,8000001377,套塑子工序,1,8000001377
2021050425-50,8000272810,8000033396,8000283272,套塑子工序,0.107108,是
2021050425-50,8000272810,8000033396,8000001401,套塑子工序,1,8000001401
2021050425-50,8000272810,8000033396,8000001317,套塑子工序,1,8000001317
2021050425-50,8000272810,8000033396,8000001413,套塑子工序,1,8000001413
2021050425-50,8000272810,8000033396,8000001341,套塑子工序,1,8000001341
2021050425-50,8000272810,8000033396,8000001389,套塑子工序,1,8000001389
2021050425-50,8000272810,8000033396,8000225972,套塑子工序,1.916261,是
2021050425-50,8000272810,8000033396,8000001281,套塑子工序,1,8000001281
2021050425-50,8000272810,8000033396,8000001305,套塑子工序,1,8000001305
2021050425-50,8000272810,8000033396,8000224609,套塑子工序,3.055501,是
2021050425-50,8000272810,8000033397,8000001305,套塑子工序,1,8000001305
2021050425-50,8000272810,8000033397,8000001401,套塑子工序,1,8000001401
2021050425-50,8000272810,8000033397,8000001317,套塑子工序,1,8000001317
2021050425-50,8000272810,8000033397,8000001413,套塑子工序,1,8000001413
2021050425-50,8000272810,8000033397,8000001365,套塑子工序,1,8000001365
2021050425-50,8000272810,8000033397,8000001269,套塑子工序,1,8000001269
2021050425-50,8000272810,8000033397,8000224609,套塑子工序,3.055501,是
2021050425-50,8000272810,8000033397,8000283273,套塑子工序,0.107108,是
2021050425-50,8000272810,8000033397,8000001377,套塑子工序,1,8000001377
2021050425-50,8000272810,8000033397,8000001341,套塑子工序,1,8000001341
2021050425-50,8000272810,8000033397,8000001281,套塑子工序,1,8000001281
2021050425-50,8000272810,8000033397,8000001293,套塑子工序,1,8000001293
2021050425-50,8000272810,8000033397,8000225972,套塑子工序,1.916261,是
2021050425-50,8000272810,8000033397,8000001353,套塑子工序,1,8000001353
2021050425-50,8000272810,8000033397,8000001389,套塑子工序,1,8000001389
2021050425-50,8000272810,8000001365,8000225745,着色子工序,0.005842,是
2021050425-50,8000272810,8000001365,8000000002,着色子工序,1,是
2021050425-50,8000272810,8000001305,8000225740,着色子工序,0.005842,是
2021050425-50,8000272810,8000001305,8000000002,着色子工序,1,是
2021050425-50,8000272810,8000001293,8000000002,着色子工序,1,是
2021050425-50,8000272810,8000001293,8000225739,着色子工序,0.005842,是
2021050425-50,8000272810,8000001317,8000000002,着色子工序,1,是
2021050425-50,8000272810,8000001317,8000225741,着色子工序,0.005842,是
2021050425-50,8000272810,8000001377,8000225746,着色子工序,0.005842,是
2021050425-50,8000272810,8000001377,8000000002,着色子工序,1,是
2021050425-50,8000272810,8000001281,8000225738,着色子工序,0.005842,是
2021050425-50,8000272810,8000001281,8000000002,着色子工序,1,是
2021050425-50,8000272810,8000001389,8000000002,着色子工序,1,是
2021050425-50,8000272810,8000001389,8000225747,着色子工序,0.005842,是
2021050425-50,8000272810,8000001341,8000225743,着色子工序,0.005842,是
2021050425-50,8000272810,8000001341,8000000002,着色子工序,1,是
2021050425-50,8000272810,8000001413,8000000002,着色子工序,1,是
2021050425-50,8000272810,8000001269,8000000002,着色子工序,1,是
2021050425-50,8000272810,8000001269,8000225737,着色子工序,0.005842,是
2021050425-50,8000272810,8000001353,8000000002,着色子工序,1,是
2021050425-50,8000272810,8000001353,8000225744,着色子工序,0.005842,是
2021050425-50,8000272810,8000001401,8000000002,着色子工序,1,是
2021050425-50,8000272810,8000001401,8000225748,着色子工序,0.005842,是
2021050441-10,8000274711,8000274711,8000274726,外护子工序,1.021,8000274726
2021050441-10,8000274711,8000274711,8000222144,外护子工序,29.92,是
2021050441-10,8000274711,8000274711,8000283700,外护子工序,48.939,是
2021050441-10,8000274711,8000274711,8000225974,外护子工序,6.595,是
2021050441-10,8000274711,8000274726,8000051643,成缆子工序,1,是
2021050441-10,8000274711,8000274726,8000222308,成缆子工序,14.175318,是
2021050441-10,8000274711,8000274726,8000275219,成缆子工序,0.222331,是
2021050441-10,8000274711,8000274726,8000274733,成缆子工序,1,8000274733
2021050441-10,8000274711,8000274726,8000239089,成缆子工序,0.222331,是
2021050441-10,8000274711,8000274726,8000274732,成缆子工序,1,8000274732
2021050441-10,8000274711,8000274733,8000001317,套塑子工序,1,8000001317
2021050441-10,8000274711,8000274733,8000001305,套塑子工序,1,8000001305
2021050441-10,8000274711,8000274733,8000283271,套塑子工序,0.081293,是
2021050441-10,8000274711,8000274733,8000001281,套塑子工序,1,8000001281
2021050441-10,8000274711,8000274733,8000225972,套塑子工序,0.75808,是
2021050441-10,8000274711,8000274733,8000001293,套塑子工序,1,8000001293
2021050441-10,8000274711,8000274733,8000001329,套塑子工序,1,8000001329
2021050441-10,8000274711,8000274733,8000001269,套塑子工序,1,8000001269
2021050441-10,8000274711,8000274733,8000224609,套塑子工序,2.330069,是
2021050441-10,8000274711,8000274732,8000001281,套塑子工序,1,8000001281
2021050441-10,8000274711,8000274732,8000224609,套塑子工序,2.330069,是
2021050441-10,8000274711,8000274732,8000001293,套塑子工序,1,8000001293
2021050441-10,8000274711,8000274732,8000283270,套塑子工序,0.081293,是
2021050441-10,8000274711,8000274732,8000001329,套塑子工序,1,8000001329
2021050441-10,8000274711,8000274732,8000001305,套塑子工序,1,8000001305
2021050441-10,8000274711,8000274732,8000001269,套塑子工序,1,8000001269
2021050441-10,8000274711,8000274732,8000225972,套塑子工序,0.75808,是
2021050441-10,8000274711,8000274732,8000001317,套塑子工序,1,8000001317
2021050441-10,8000274711,8000001317,8000225741,着色子工序,0.005877,是
2021050441-10,8000274711,8000001317,8000000002,着色子工序,1,是
2021050441-10,8000274711,8000001305,8000000002,着色子工序,1,是
2021050441-10,8000274711,8000001305,8000225740,着色子工序,0.005877,是
2021050441-10,8000274711,8000001281,8000225738,着色子工序,0.005877,是
2021050441-10,8000274711,8000001281,8000000002,着色子工序,1,是
2021050441-10,8000274711,8000001293,8000000002,着色子工序,1,是
2021050441-10,8000274711,8000001293,8000225739,着色子工序,0.005877,是
2021050441-10,8000274711,8000001329,8000225742,着色子工序,0.005877,是
2021050441-10,8000274711,8000001329,8000000002,着色子工序,1,是
2021050441-10,8000274711,8000001269,8000000002,着色子工序,1,是
2021050441-10,8000274711,8000001269,8000225737,着色子工序,0.005877,是
2021050425-30,8000276450,8000276450,8000224419,外护子工序,48.069,是
2021050425-30,8000276450,8000276450,8000054502,外护子工序,1.028,8000054502
2021050425-30,8000276450,8000276450,8000225974,外护子工序,7.961,是
2021050425-30,8000276450,8000054502,8000051649,成缆子工序,1,是
2021050425-30,8000276450,8000054502,8000275219,成缆子工序,0.238327,是
2021050425-30,8000276450,8000054502,8000030020,成缆子工序,1,8000030020
