销售订单号,物料编码,子工序编码,时间单位,时间,产量,连续生产类别编码,设备编号,工作中心编码,换线时间,,,,,,,,,,,
2021050039-10,8000068980,A0020401,分,1,0.04,"G01030302,充油,,1+4,5.6,钢丝",ST11,A00204,30,,,,,,,,,,,
2021050013-10,8002151123,A0020402,分,1,0.03,"G01030303,充油,,1+15,2.5,钢丝",ST17,A00210,30,,,,,,,,,,,
2021050013-10,8002151123,A0020402,分,1,0.03,"G01030303,充油,,1+15,2.5,钢丝",ST16,A00210,30,,,,,,,,,,,
2021050013-10,8002151123,A0020402,分,1,0.03,"G01030303,充油,,1+15,2.5,钢丝",ST13,A00210,30,,,,,,,,,,,
2021050013-10,8002151123,A0020402,分,1,0.03,"G01030303,充油,,1+15,2.5,钢丝",ST11,A00210,30,,,,,,,,,,,
2021050013-10,8000033405,A0020301,分,1,0.2,"G01030201,,,,青绿,2.5,12,",SC19,A00203,30,,,,,,,,,,,
2021050013-10,8000033405,A0020301,分,1,0.18,"G01030201,,,,青绿,2.5,12,",SC18,A00203,30,,,,,,,,,,,
2021050013-10,8000033405,A0020301,分,1,0.26,"G01030201,,,,青绿,2.5,12,",SC17,A00203,30,,,,,,,,,,,
2021050013-10,8000033405,A0020301,分,1,0.3,"G01030201,,,,青绿,2.5,12,",SC16,A00203,30,,,,,,,,,,,
2021050013-10,8000033405,A0020301,分,1,0.2,"G01030201,,,,青绿,2.5,12,",SC15,A00203,30,,,,,,,,,,,
2021050013-10,8000033405,A0020301,分,1,0.2,"G01030201,,,,青绿,2.5,12,",SC11,A00203,30,,,,,,,,,,,
2021050013-10,8000033405,A0020301,分,1,0.2,"G01030201,,,,青绿,2.5,12,",SC10,A00203,30,,,,,,,,,,,
2021050013-10,8000033405,A0020301,分,1,0.2,"G01030201,,,,青绿,2.5,12,",SC09,A00203,30,,,,,,,,,,,
2021050013-10,8000033405,A0020301,分,1,0.33,"G01030201,,,,青绿,2.5,12,",SC08,A00203,30,,,,,,,,,,,
2021050013-10,8000033405,A0020301,分,1,0.3,"G01030201,,,,青绿,2.5,12,",SC07,A00203,30,,,,,,,,,,,
2021050013-10,8000033405,A0020301,分,1,0.2,"G01030201,,,,青绿,2.5,12,",SC05,A00203,30,,,,,,,,,,,
2021050013-10,8000033405,A0020301,分,1,0.3,"G01030201,,,,青绿,2.5,12,",SC04,A00203,30,,,,,,,,,,,
2021050013-10,8000033405,A0020301,分,1,0.3,"G01030201,,,,青绿,2.5,12,",SC03,A00203,30,,,,,,,,,,,
2021050013-10,8000033405,A0020301,分,1,0.26,"G01030201,,,,青绿,2.5,12,",SC02,A00203,30,,,,,,,,,,,
2021050013-10,8000033405,A0020301,分,1,0.25,"G01030201,,,,青绿,2.5,12,",SC01,A00203,30,,,,,,,,,,,
2021050013-10,8000033404,A0020301,分,1,0.2,"G01030201,,,,粉红,2.5,12,",SC19,A00203,30,,,,,,,,,,,
2021050013-10,8000033404,A0020301,分,1,0.18,"G01030201,,,,粉红,2.5,12,",SC18,A00203,30,,,,,,,,,,,
2021050013-10,8000033404,A0020301,分,1,0.26,"G01030201,,,,粉红,2.5,12,",SC17,A00203,30,,,,,,,,,,,
2021050013-10,8000033404,A0020301,分,1,0.3,"G01030201,,,,粉红,2.5,12,",SC16,A00203,30,,,,,,,,,,,
2021050013-10,8000033404,A0020301,分,1,0.2,"G01030201,,,,粉红,2.5,12,",SC15,A00203,30,,,,,,,,,,,
2021050013-10,8000033404,A0020301,分,1,0.2,"G01030201,,,,粉红,2.5,12,",SC11,A00203,30,,,,,,,,,,,
2021050013-10,8000033404,A0020301,分,1,0.2,"G01030201,,,,粉红,2.5,12,",SC10,A00203,30,,,,,,,,,,,
2021050013-10,8000033404,A0020301,分,1,0.2,"G01030201,,,,粉红,2.5,12,",SC09,A00203,30,,,,,,,,,,,
2021050013-10,8000033404,A0020301,分,1,0.33,"G01030201,,,,粉红,2.5,12,",SC08,A00203,30,,,,,,,,,,,
2021050013-10,8000033404,A0020301,分,1,0.3,"G01030201,,,,粉红,2.5,12,",SC07,A00203,30,,,,,,,,,,,
2021050013-10,8000033404,A0020301,分,1,0.2,"G01030201,,,,粉红,2.5,12,",SC05,A00203,30,,,,,,,,,,,
2021050013-10,8000033404,A0020301,分,1,0.3,"G01030201,,,,粉红,2.5,12,",SC04,A00203,30,,,,,,,,,,,
2021050013-10,8000033404,A0020301,分,1,0.3,"G01030201,,,,粉红,2.5,12,",SC03,A00203,30,,,,,,,,,,,
2021050013-10,8000033404,A0020301,分,1,0.26,"G01030201,,,,粉红,2.5,12,",SC02,A00203,30,,,,,,,,,,,
2021050013-10,8000033404,A0020301,分,1,0.25,"G01030201,,,,粉红,2.5,12,",SC01,A00203,30,,,,,,,,,,,
2021050013-10,8000033394,A0020301,分,1,0.2,"G01030201,,,,蓝,2.5,12,",SC19,A00203,30,,,,,,,,,,,
2021050013-10,8000033394,A0020301,分,1,0.18,"G01030201,,,,蓝,2.5,12,",SC18,A00203,30,,,,,,,,,,,
2021050013-10,8000033394,A0020301,分,1,0.26,"G01030201,,,,蓝,2.5,12,",SC17,A00203,30,,,,,,,,,,,
2021050013-10,8000033394,A0020301,分,1,0.3,"G01030201,,,,蓝,2.5,12,",SC16,A00203,30,,,,,,,,,,,
2021050013-10,8000033394,A0020301,分,1,0.2,"G01030201,,,,蓝,2.5,12,",SC15,A00203,30,,,,,,,,,,,
2021050013-10,8000033394,A0020301,分,1,0.2,"G01030201,,,,蓝,2.5,12,",SC11,A00203,30,,,,,,,,,,,
2021050013-10,8000033394,A0020301,分,1,0.2,"G01030201,,,,蓝,2.5,12,",SC10,A00203,30,,,,,,,,,,,
2021050013-10,8000033394,A0020301,分,1,0.2,"G01030201,,,,蓝,2.5,12,",SC09,A00203,30,,,,,,,,,,,
2021050013-10,8000033394,A0020301,分,1,0.33,"G01030201,,,,蓝,2.5,12,",SC08,A00203,30,,,,,,,,,,,
2021050013-10,8000033394,A0020301,分,1,0.3,"G01030201,,,,蓝,2.5,12,",SC07,A00203,30,,,,,,,,,,,
2021050013-10,8000033394,A0020301,分,1,0.2,"G01030201,,,,蓝,2.5,12,",SC05,A00203,30,,,,,,,,,,,
2021050013-10,8000033394,A0020301,分,1,0.3,"G01030201,,,,蓝,2.5,12,",SC04,A00203,30,,,,,,,,,,,
2021050013-10,8000033394,A0020301,分,1,0.3,"G01030201,,,,蓝,2.5,12,",SC03,A00203,30,,,,,,,,,,,
2021050013-10,8000033394,A0020301,分,1,0.26,"G01030201,,,,蓝,2.5,12,",SC02,A00203,30,,,,,,,,,,,
2021050013-10,8000033394,A0020301,分,1,0.25,"G01030201,,,,蓝,2.5,12,",SC01,A00203,30,,,,,,,,,,,
2021050013-10,8000281144,A0020302,分,1,0.04,8000281144,CS05,A00208,30,,,,,,,,,,,
2021050013-10,8000281144,A0020302,分,1,0.04,8000281144,CS01,A00208,30,,,,,,,,,,,
2021050013-10,8000281144,A0020302,分,1,0.05,8000281144,SH38,A00208,30,,,,,,,,,,,
2021050013-10,8000281144,A0020302,分,1,0.05,8000281144,SH24,A00208,30,,,,,,,,,,,
2021050013-10,8000281144,A0020302,分,1,0.05,8000281144,SH23,A00208,30,,,,,,,,,,,
2021050013-10,8000281144,A0020302,分,1,0.05,8000281144,SH22,A00208,30,,,,,,,,,,,
2021050013-10,8000281144,A0020302,分,1,0.05,8000281144,SH21,A00208,30,,,,,,,,,,,
2021050013-10,8000281144,A0020302,分,1,0.05,8000281144,SH20,A00208,30,,,,,,,,,,,
2021050013-10,8000281144,A0020302,分,1,0.05,8000281144,SH19,A00208,30,,,,,,,,,,,
2021050013-10,8000281144,A0020302,分,1,0.05,8000281144,SH18,A00208,30,,,,,,,,,,,
2021050013-10,8000281144,A0020302,分,1,0.05,8000281144,SH17,A00208,30,,,,,,,,,,,
2021050013-10,8000281144,A0020302,分,1,0.05,8000281144,SH16,A00208,30,,,,,,,,,,,
2021050013-10,8000281144,A0020302,分,1,0.05,8000281144,SH15,A00208,30,,,,,,,,,,,
2021050013-10,8000281144,A0020302,分,1,0.05,8000281144,SH13,A00208,30,,,,,,,,,,,
2021050013-10,8000281144,A0020302,分,1,0.05,8000281144,SH12,A00208,30,,,,,,,,,,,
2021050013-10,8000281144,A0020302,分,1,0.05,8000281144,SH11,A00208,30,,,,,,,,,,,
2021050013-10,8000281144,A0020302,分,1,0.05,8000281144,SH10,A00208,30,,,,,,,,,,,
2021050013-10,8000281144,A0020302,分,1,0.05,8000281144,SH09,A00208,30,,,,,,,,,,,
2021050013-10,8000281144,A0020302,分,1,0.05,8000281144,SH08,A00208,30,,,,,,,,,,,
2021050013-10,8000281144,A0020302,分,1,0.05,8000281144,SH07,A00208,30,,,,,,,,,,,
2021050013-10,8000281144,A0020302,分,1,0.05,8000281144,SH06,A00208,30,,,,,,,,,,,
2021050013-10,8000281144,A0020302,分,1,0.05,8000281144,SH05,A00208,30,,,,,,,,,,,
2021050013-10,8000281144,A0020302,分,1,0.05,8000281144,SH04,A00208,30,,,,,,,,,,,
2021050013-10,8000281144,A0020302,分,1,0.05,8000281144,SH03,A00208,30,,,,,,,,,,,
2021050013-10,8000281144,A0020302,分,1,0.05,8000281144,SH02,A00208,30,,,,,,,,,,,
2021050013-10,8000281144,A0020302,分,1,0.05,8000281144,SH01,A00208,30,,,,,,,,,,,
2021050013-10,8000064261,A0020401,分,1,0.04,"G01030301,充油,,1+9,2.5,钢丝",ST18,A00204,30,,,,,,,,,,,
2021050013-10,8000064261,A0020401,分,1,0.04,"G01030301,充油,,1+9,2.5,钢丝",ST17,A00204,30,,,,,,,,,,,
2021050013-10,8000064261,A0020401,分,1,0.04,"G01030301,充油,,1+9,2.5,钢丝",ST16,A00204,30,,,,,,,,,,,
2021050013-10,8000064261,A0020401,分,1,0.04,"G01030301,充油,,1+9,2.5,钢丝",ST15,A00204,30,,,,,,,,,,,
2021050013-10,8000064261,A0020401,分,1,0.04,"G01030301,充油,,1+9,2.5,钢丝",ST13,A00204,30,,,,,,,,,,,
2021050013-10,8000064261,A0020401,分,1,0.04,"G01030301,充油,,1+9,2.5,钢丝",ST12,A00204,30,,,,,,,,,,,
2021050013-10,8000064261,A0020401,分,1,0.04,"G01030301,充油,,1+9,2.5,钢丝",ST11,A00204,30,,,,,,,,,,,
2021050013-10,8000064261,A0020401,分,1,0.04,"G01030301,充油,,1+9,2.5,钢丝",ST10,A00204,30,,,,,,,,,,,
2021050013-10,8000064261,A0020401,分,1,0.04,"G01030301,充油,,1+9,2.5,钢丝",ST09,A00204,30,,,,,,,,,,,
2021050013-10,8000176668,A0020601,分,1,0.02,"G01030508,GYTA,0,0.000,N,1+9+15,/2.5,1.95",SH21,A00206,20,,,,,,,,,,,
2021050013-10,8000176668,A0020601,分,1,0.02,"G01030508,GYTA,0,0.000,N,1+9+15,/2.5,1.95",SH20,A00206,20,,,,,,,,,,,
2021050013-10,8000176668,A0020601,分,1,0.02,"G01030508,GYTA,0,0.000,N,1+9+15,/2.5,1.95",SH19,A00206,20,,,,,,,,,,,
2021050013-10,8000176668,A0020601,分,1,0.02,"G01030508,GYTA,0,0.000,N,1+9+15,/2.5,1.95",SH18,A00206,20,,,,,,,,,,,
2021050013-10,8000176668,A0020601,分,1,0.02,"G01030508,GYTA,0,0.000,N,1+9+15,/2.5,1.95",SH16,A00206,20,,,,,,,,,,,
2021050013-10,8000176668,A0020601,分,1,0.02,"G01030508,GYTA,0,0.000,N,1+9+15,/2.5,1.95",SH15,A00206,20,,,,,,,,,,,
2021050013-10,8000176668,A0020601,分,1,0.02,"G01030508,GYTA,0,0.000,N,1+9+15,/2.5,1.95",SH13,A00206,20,,,,,,,,,,,
2021050013-10,8000176668,A0020601,分,1,0.02,"G01030508,GYTA,0,0.000,N,1+9+15,/2.5,1.95",SH12,A00206,20,,,,,,,,,,,
2021050013-10,8000176668,A0020601,分,1,0.02,"G01030508,GYTA,0,0.000,N,1+9+15,/2.5,1.95",SH11,A00206,20,,,,,,,,,,,
2021050013-10,8000176668,A0020601,分,1,0.02,"G01030508,GYTA,0,0.000,N,1+9+15,/2.5,1.95",SH10,A00206,20,,,,,,,,,,,
2021050013-10,8000176668,A0020601,分,1,0.02,"G01030508,GYTA,0,0.000,N,1+9+15,/2.5,1.95",SH09,A00206,20,,,,,,,,,,,
2021050013-10,8000176668,A0020601,分,1,0.02,"G01030508,GYTA,0,0.000,N,1+9+15,/2.5,1.95",SH08,A00206,20,,,,,,,,,,,
2021050013-10,8000176668,A0020601,分,1,0.02,"G01030508,GYTA,0,0.000,N,1+9+15,/2.5,1.95",SH07,A00206,20,,,,,,,,,,,
2021050013-10,8000176668,A0020601,分,1,0.02,"G01030508,GYTA,0,0.000,N,1+9+15,/2.5,1.95",SH05,A00206,20,,,,,,,,,,,
2021050013-10,8000176668,A0020601,分,1,0.02,"G01030508,GYTA,0,0.000,N,1+9+15,/2.5,1.95",SH04,A00206,20,,,,,,,,,,,
2021050013-10,8000176668,A0020601,分,1,0.02,"G01030508,GYTA,0,0.000,N,1+9+15,/2.5,1.95",SH03,A00206,20,,,,,,,,,,,
2021050013-10,8000176668,A0020601,分,1,0.02,"G01030508,GYTA,0,0.000,N,1+9+15,/2.5,1.95",SH02,A00206,20,,,,,,,,,,,
2021050013-10,8000176668,A0020601,分,1,0.02,"G01030508,GYTA,0,0.000,N,1+9+15,/2.5,1.95",SH01,A00206,20,,,,,,,,,,,
2021050013-10,8000033395,A0020301,分,1,0.2,"G01030201,,,,橙,2.5,12,",SC19,A00203,30,,,,,,,,,,,
2021050013-10,8000033395,A0020301,分,1,0.18,"G01030201,,,,橙,2.5,12,",SC18,A00203,30,,,,,,,,,,,
2021050013-10,8000033395,A0020301,分,1,0.26,"G01030201,,,,橙,2.5,12,",SC17,A00203,30,,,,,,,,,,,
2021050013-10,8000033395,A0020301,分,1,0.3,"G01030201,,,,橙,2.5,12,",SC16,A00203,30,,,,,,,,,,,
2021050013-10,8000033395,A0020301,分,1,0.2,"G01030201,,,,橙,2.5,12,",SC15,A00203,30,,,,,,,,,,,
2021050013-10,8000033395,A0020301,分,1,0.2,"G01030201,,,,橙,2.5,12,",SC11,A00203,30,,,,,,,,,,,
2021050013-10,8000033395,A0020301,分,1,0.2,"G01030201,,,,橙,2.5,12,",SC10,A00203,30,,,,,,,,,,,
2021050013-10,8000033395,A0020301,分,1,0.2,"G01030201,,,,橙,2.5,12,",SC09,A00203,30,,,,,,,,,,,
2021050013-10,8000033395,A0020301,分,1,0.33,"G01030201,,,,橙,2.5,12,",SC08,A00203,30,,,,,,,,,,,
2021050013-10,8000033395,A0020301,分,1,0.3,"G01030201,,,,橙,2.5,12,",SC07,A00203,30,,,,,,,,,,,
2021050013-10,8000033395,A0020301,分,1,0.2,"G01030201,,,,橙,2.5,12,",SC05,A00203,30,,,,,,,,,,,
2021050013-10,8000033395,A0020301,分,1,0.3,"G01030201,,,,橙,2.5,12,",SC04,A00203,30,,,,,,,,,,,
2021050013-10,8000033395,A0020301,分,1,0.3,"G01030201,,,,橙,2.5,12,",SC03,A00203,30,,,,,,,,,,,
2021050013-10,8000033395,A0020301,分,1,0.26,"G01030201,,,,橙,2.5,12,",SC02,A00203,30,,,,,,,,,,,
2021050013-10,8000033395,A0020301,分,1,0.25,"G01030201,,,,橙,2.5,12,",SC01,A00203,30,,,,,,,,,,,
2021050013-10,8000033400,A0020301,分,1,0.2,"G01030201,,,,红,2.5,12,",SC19,A00203,30,,,,,,,,,,,
2021050013-10,8000033400,A0020301,分,1,0.18,"G01030201,,,,红,2.5,12,",SC18,A00203,30,,,,,,,,,,,
2021050013-10,8000033400,A0020301,分,1,0.26,"G01030201,,,,红,2.5,12,",SC17,A00203,30,,,,,,,,,,,
2021050013-10,8000033400,A0020301,分,1,0.3,"G01030201,,,,红,2.5,12,",SC16,A00203,30,,,,,,,,,,,
2021050013-10,8000033400,A0020301,分,1,0.2,"G01030201,,,,红,2.5,12,",SC15,A00203,30,,,,,,,,,,,
2021050013-10,8000033400,A0020301,分,1,0.2,"G01030201,,,,红,2.5,12,",SC11,A00203,30,,,,,,,,,,,
2021050013-10,8000033400,A0020301,分,1,0.2,"G01030201,,,,红,2.5,12,",SC10,A00203,30,,,,,,,,,,,
2021050013-10,8000033400,A0020301,分,1,0.2,"G01030201,,,,红,2.5,12,",SC09,A00203,30,,,,,,,,,,,
2021050013-10,8000033400,A0020301,分,1,0.33,"G01030201,,,,红,2.5,12,",SC08,A00203,30,,,,,,,,,,,
2021050013-10,8000033400,A0020301,分,1,0.3,"G01030201,,,,红,2.5,12,",SC07,A00203,30,,,,,,,,,,,
2021050013-10,8000033400,A0020301,分,1,0.2,"G01030201,,,,红,2.5,12,",SC05,A00203,30,,,,,,,,,,,
2021050013-10,8000033400,A0020301,分,1,0.3,"G01030201,,,,红,2.5,12,",SC04,A00203,30,,,,,,,,,,,
2021050013-10,8000033400,A0020301,分,1,0.3,"G01030201,,,,红,2.5,12,",SC03,A00203,30,,,,,,,,,,,
2021050013-10,8000033400,A0020301,分,1,0.26,"G01030201,,,,红,2.5,12,",SC02,A00203,30,,,,,,,,,,,
2021050013-10,8000033400,A0020301,分,1,0.25,"G01030201,,,,红,2.5,12,",SC01,A00203,30,,,,,,,,,,,
2021050013-10,8000033399,A0020301,分,1,0.2,"G01030201,,,,白,2.5,12,",SC19,A00203,30,,,,,,,,,,,
2021050013-10,8000033399,A0020301,分,1,0.18,"G01030201,,,,白,2.5,12,",SC18,A00203,30,,,,,,,,,,,
2021050013-10,8000033399,A0020301,分,1,0.26,"G01030201,,,,白,2.5,12,",SC17,A00203,30,,,,,,,,,,,
2021050013-10,8000033399,A0020301,分,1,0.3,"G01030201,,,,白,2.5,12,",SC16,A00203,30,,,,,,,,,,,
2021050013-10,8000033399,A0020301,分,1,0.2,"G01030201,,,,白,2.5,12,",SC15,A00203,30,,,,,,,,,,,
2021050013-10,8000033399,A0020301,分,1,0.2,"G01030201,,,,白,2.5,12,",SC11,A00203,30,,,,,,,,,,,
2021050013-10,8000033399,A0020301,分,1,0.2,"G01030201,,,,白,2.5,12,",SC10,A00203,30,,,,,,,,,,,
2021050013-10,8000033399,A0020301,分,1,0.2,"G01030201,,,,白,2.5,12,",SC09,A00203,30,,,,,,,,,,,
2021050013-10,8000033399,A0020301,分,1,0.33,"G01030201,,,,白,2.5,12,",SC08,A00203,30,,,,,,,,,,,
2021050013-10,8000033399,A0020301,分,1,0.3,"G01030201,,,,白,2.5,12,",SC07,A00203,30,,,,,,,,,,,
2021050013-10,8000033399,A0020301,分,1,0.2,"G01030201,,,,白,2.5,12,",SC05,A00203,30,,,,,,,,,,,
2021050013-10,8000033399,A0020301,分,1,0.3,"G01030201,,,,白,2.5,12,",SC04,A00203,30,,,,,,,,,,,
2021050013-10,8000033399,A0020301,分,1,0.3,"G01030201,,,,白,2.5,12,",SC03,A00203,30,,,,,,,,,,,
2021050013-10,8000033399,A0020301,分,1,0.26,"G01030201,,,,白,2.5,12,",SC02,A00203,30,,,,,,,,,,,
2021050013-10,8000033399,A0020301,分,1,0.25,"G01030201,,,,白,2.5,12,",SC01,A00203,30,,,,,,,,,,,
2021050013-10,8000033403,A0020301,分,1,0.2,"G01030201,,,,紫,2.5,12,",SC19,A00203,30,,,,,,,,,,,
2021050013-10,8000033403,A0020301,分,1,0.18,"G01030201,,,,紫,2.5,12,",SC18,A00203,30,,,,,,,,,,,
2021050013-10,8000033403,A0020301,分,1,0.26,"G01030201,,,,紫,2.5,12,",SC17,A00203,30,,,,,,,,,,,
2021050013-10,8000033403,A0020301,分,1,0.3,"G01030201,,,,紫,2.5,12,",SC16,A00203,30,,,,,,,,,,,
2021050013-10,8000033403,A0020301,分,1,0.2,"G01030201,,,,紫,2.5,12,",SC15,A00203,30,,,,,,,,,,,
2021050013-10,8000033403,A0020301,分,1,0.2,"G01030201,,,,紫,2.5,12,",SC11,A00203,30,,,,,,,,,,,
2021050013-10,8000033403,A0020301,分,1,0.2,"G01030201,,,,紫,2.5,12,",SC10,A00203,30,,,,,,,,,,,
2021050013-10,8000033403,A0020301,分,1,0.2,"G01030201,,,,紫,2.5,12,",SC09,A00203,30,,,,,,,,,,,
2021050013-10,8000033403,A0020301,分,1,0.33,"G01030201,,,,紫,2.5,12,",SC08,A00203,30,,,,,,,,,,,
2021050013-10,8000033403,A0020301,分,1,0.3,"G01030201,,,,紫,2.5,12,",SC07,A00203,30,,,,,,,,,,,
2021050013-10,8000033403,A0020301,分,1,0.2,"G01030201,,,,紫,2.5,12,",SC05,A00203,30,,,,,,,,,,,
2021050013-10,8000033403,A0020301,分,1,0.3,"G01030201,,,,紫,2.5,12,",SC04,A00203,30,,,,,,,,,,,
2021050013-10,8000033403,A0020301,分,1,0.3,"G01030201,,,,紫,2.5,12,",SC03,A00203,30,,,,,,,,,,,
2021050013-10,8000033403,A0020301,分,1,0.26,"G01030201,,,,紫,2.5,12,",SC02,A00203,30,,,,,,,,,,,
2021050013-10,8000033403,A0020301,分,1,0.25,"G01030201,,,,紫,2.5,12,",SC01,A00203,30,,,,,,,,,,,
2021050013-10,8000033402,A0020301,分,1,0.2,"G01030201,,,,黄,2.5,12,",SC19,A00203,30,,,,,,,,,,,
2021050013-10,8000033402,A0020301,分,1,0.18,"G01030201,,,,黄,2.5,12,",SC18,A00203,30,,,,,,,,,,,
2021050013-10,8000033402,A0020301,分,1,0.26,"G01030201,,,,黄,2.5,12,",SC17,A00203,30,,,,,,,,,,,
2021050013-10,8000033402,A0020301,分,1,0.3,"G01030201,,,,黄,2.5,12,",SC16,A00203,30,,,,,,,,,,,
2021050013-10,8000033402,A0020301,分,1,0.2,"G01030201,,,,黄,2.5,12,",SC15,A00203,30,,,,,,,,,,,
2021050013-10,8000033402,A0020301,分,1,0.2,"G01030201,,,,黄,2.5,12,",SC11,A00203,30,,,,,,,,,,,
2021050013-10,8000033402,A0020301,分,1,0.2,"G01030201,,,,黄,2.5,12,",SC10,A00203,30,,,,,,,,,,,
2021050013-10,8000033402,A0020301,分,1,0.2,"G01030201,,,,黄,2.5,12,",SC09,A00203,30,,,,,,,,,,,
2021050013-10,8000033402,A0020301,分,1,0.33,"G01030201,,,,黄,2.5,12,",SC08,A00203,30,,,,,,,,,,,
2021050013-10,8000033402,A0020301,分,1,0.3,"G01030201,,,,黄,2.5,12,",SC07,A00203,30,,,,,,,,,,,
2021050013-10,8000033402,A0020301,分,1,0.2,"G01030201,,,,黄,2.5,12,",SC05,A00203,30,,,,,,,,,,,
2021050013-10,8000033402,A0020301,分,1,0.3,"G01030201,,,,黄,2.5,12,",SC04,A00203,30,,,,,,,,,,,
2021050013-10,8000033402,A0020301,分,1,0.3,"G01030201,,,,黄,2.5,12,",SC03,A00203,30,,,,,,,,,,,
2021050013-10,8000033402,A0020301,分,1,0.26,"G01030201,,,,黄,2.5,12,",SC02,A00203,30,,,,,,,,,,,
2021050013-10,8000033402,A0020301,分,1,0.25,"G01030201,,,,黄,2.5,12,",SC01,A00203,30,,,,,,,,,,,
2021050013-10,8000033401,A0020301,分,1,0.2,"G01030201,,,,黑,2.5,12,",SC19,A00203,30,,,,,,,,,,,
2021050013-10,8000033401,A0020301,分,1,0.18,"G01030201,,,,黑,2.5,12,",SC18,A00203,30,,,,,,,,,,,
2021050013-10,8000033401,A0020301,分,1,0.26,"G01030201,,,,黑,2.5,12,",SC17,A00203,30,,,,,,,,,,,
2021050013-10,8000033401,A0020301,分,1,0.3,"G01030201,,,,黑,2.5,12,",SC16,A00203,30,,,,,,,,,,,
2021050013-10,8000033401,A0020301,分,1,0.2,"G01030201,,,,黑,2.5,12,",SC15,A00203,30,,,,,,,,,,,
2021050013-10,8000033401,A0020301,分,1,0.2,"G01030201,,,,黑,2.5,12,",SC11,A00203,30,,,,,,,,,,,
2021050013-10,8000033401,A0020301,分,1,0.2,"G01030201,,,,黑,2.5,12,",SC10,A00203,30,,,,,,,,,,,
2021050013-10,8000033401,A0020301,分,1,0.2,"G01030201,,,,黑,2.5,12,",SC09,A00203,30,,,,,,,,,,,
2021050013-10,8000033401,A0020301,分,1,0.33,"G01030201,,,,黑,2.5,12,",SC08,A00203,30,,,,,,,,,,,
2021050013-10,8000033401,A0020301,分,1,0.3,"G01030201,,,,黑,2.5,12,",SC07,A00203,30,,,,,,,,,,,
2021050013-10,8000033401,A0020301,分,1,0.2,"G01030201,,,,黑,2.5,12,",SC05,A00203,30,,,,,,,,,,,
2021050013-10,8000033401,A0020301,分,1,0.3,"G01030201,,,,黑,2.5,12,",SC04,A00203,30,,,,,,,,,,,
2021050013-10,8000033401,A0020301,分,1,0.3,"G01030201,,,,黑,2.5,12,",SC03,A00203,30,,,,,,,,,,,
2021050013-10,8000033401,A0020301,分,1,0.26,"G01030201,,,,黑,2.5,12,",SC02,A00203,30,,,,,,,,,,,
2021050013-10,8000033401,A0020301,分,1,0.25,"G01030201,,,,黑,2.5,12,",SC01,A00203,30,,,,,,,,,,,
2021050013-10,8000033396,A0020301,分,1,0.2,"G01030201,,,,绿,2.5,12,",SC19,A00203,30,,,,,,,,,,,
2021050013-10,8000033396,A0020301,分,1,0.18,"G01030201,,,,绿,2.5,12,",SC18,A00203,30,,,,,,,,,,,
2021050013-10,8000033396,A0020301,分,1,0.26,"G01030201,,,,绿,2.5,12,",SC17,A00203,30,,,,,,,,,,,
2021050013-10,8000033396,A0020301,分,1,0.3,"G01030201,,,,绿,2.5,12,",SC16,A00203,30,,,,,,,,,,,
2021050013-10,8000033396,A0020301,分,1,0.2,"G01030201,,,,绿,2.5,12,",SC15,A00203,30,,,,,,,,,,,
2021050013-10,8000033396,A0020301,分,1,0.2,"G01030201,,,,绿,2.5,12,",SC11,A00203,30,,,,,,,,,,,
2021050013-10,8000033396,A0020301,分,1,0.2,"G01030201,,,,绿,2.5,12,",SC10,A00203,30,,,,,,,,,,,
2021050013-10,8000033396,A0020301,分,1,0.2,"G01030201,,,,绿,2.5,12,",SC09,A00203,30,,,,,,,,,,,
2021050013-10,8000033396,A0020301,分,1,0.33,"G01030201,,,,绿,2.5,12,",SC08,A00203,30,,,,,,,,,,,
2021050013-10,8000033396,A0020301,分,1,0.3,"G01030201,,,,绿,2.5,12,",SC07,A00203,30,,,,,,,,,,,
2021050013-10,8000033396,A0020301,分,1,0.2,"G01030201,,,,绿,2.5,12,",SC05,A00203,30,,,,,,,,,,,
2021050013-10,8000033396,A0020301,分,1,0.3,"G01030201,,,,绿,2.5,12,",SC04,A00203,30,,,,,,,,,,,
2021050013-10,8000033396,A0020301,分,1,0.3,"G01030201,,,,绿,2.5,12,",SC03,A00203,30,,,,,,,,,,,
2021050013-10,8000033396,A0020301,分,1,0.26,"G01030201,,,,绿,2.5,12,",SC02,A00203,30,,,,,,,,,,,
2021050013-10,8000033396,A0020301,分,1,0.25,"G01030201,,,,绿,2.5,12,",SC01,A00203,30,,,,,,,,,,,
2021050013-10,8000033398,A0020301,分,1,0.2,"G01030201,,,,灰,2.5,12,",SC19,A00203,30,,,,,,,,,,,
2021050013-10,8000033398,A0020301,分,1,0.18,"G01030201,,,,灰,2.5,12,",SC18,A00203,30,,,,,,,,,,,
2021050013-10,8000033398,A0020301,分,1,0.26,"G01030201,,,,灰,2.5,12,",SC17,A00203,30,,,,,,,,,,,
2021050013-10,8000033398,A0020301,分,1,0.3,"G01030201,,,,灰,2.5,12,",SC16,A00203,30,,,,,,,,,,,
2021050013-10,8000033398,A0020301,分,1,0.2,"G01030201,,,,灰,2.5,12,",SC15,A00203,30,,,,,,,,,,,
2021050013-10,8000033398,A0020301,分,1,0.2,"G01030201,,,,灰,2.5,12,",SC11,A00203,30,,,,,,,,,,,
